comments,process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,আমার এই ভিডিও টা না দেখলে খুব ভালো হতো  এই ভিডিও টা দেখে বুকের ভেতর কষ্ট টা  আরো বেড়ে গেল দু চোখের অশ্রু ধরে রাখতে পারলাম না কারণ এই ছেলেটার জীবন আমার  জীবনের সাথে অনেক মিল,1,1,0,0,0,3,Sad,Nonbullying
তোমার কান্না দেখে আমারই চোখে পানি চলে আসলো।ভেজালের দুনিয়ায় আসল মানুষের সহ্য হয়না। ,তোমার কান্না দেখে আমারই চোখে পানি চলে আসলো।ভেজালের দুনিয়ায় আসল মানুষের সহ্য হয়না। ,তোমার কান্না দেখে আমারই চোখে পানি চলে আসলো।ভেজালের দুনিয়ায় আসল মানুষের সহ্য হয়না।,তোমার কান্না দেখে আমারই চোখে পানি চলে আসলো।ভেজালের দুনিয়ায় আসল মানুষের সহ্য হয়না।,0,1,0,0,0,1,Sad,Nonbullying
meyera bekub e hoy notun kichuna ha ha ha ,meyera bekub e hoy notun kichuna ha ha ha ,meyera bekub e hoy notun kichuna ha ha ha,meyera bekub e hoy notun kichuna ha ha ha,0,1,0,0,1,0,Aggressive,Bullying
মাশরাফি ভাই সব সময় বস ছিলেন এখনো আছেনসেলুট বসএমন নেতা দরকার প্রতিটি জেলায় দোয়া প ভালোবাসা রইলো,মাশরাফি ভাই সব সময় বস ছিলেন এখনো আছেনসেলুট বসএমন নেতা দরকার প্রতিটি জেলায় দোয়া প ভালোবাসা রইলো,মাশরাফি ভাই সব সময় বস ছিলেন এখনো আছেনসেলুট বসএমন নেতা দরকার প্রতিটি জেলায় দোয়া প ভালোবাসা রইলো,মাশরাফি ভাই সব সময় বস ছিলেন এখনো আছেনসেলুট বসএমন নেতা দরকার প্রতিটি জেলায় দোয়া প ভালোবাসা রইলো,6,1,0,0,0,1,Normal_comment,Neutral
বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,বাংলাদেশীভাইরাএকেএকটুসাহায্যকরো,1,1,0,0,0,0,Supportive,Nonbullying
ভাই ন্যায়ের প্রতীক একজন জনপ্রতিনিধি তাঁর মতো রাজনৈতিক প্রতিনিধি সামাজিক উন্নয়নের জন্য সব জেলাতেই দরকার আজকের অরাজক সময়ের পরিস্থিতিতে। অসংখ্য ধন্যবাদ ও অন্তরের অন্তস্তল থেকে শ্রদ্ধা এবং সালাম জানাই,ভাই ন্যায়ের প্রতীক একজন জনপ্রতিনিধি তাঁর মতো রাজনৈতিক প্রতিনিধি সামাজিক উন্নয়নের জন্য সব জেলাতেই দরকার আজকের অরাজক সময়ের পরিস্থিতিতে। অসংখ্য ধন্যবাদ ও অন্তরের অন্তস্তল থেকে শ্রদ্ধা এবং সালাম জানাই,ভাই ন্যায়ের প্রতীক একজন জনপ্রতিনিধি তাঁর মতো রাজনৈতিক প্রতিনিধি সামাজিক উন্নয়নের জন্য সব জেলাতেই দরকার আজকের অরাজক সময়ের পরিস্থিতিতে। অসংখ্য ধন্যবাদ ও অন্তরের অন্তস্তল থেকে শ্রদ্ধা এবং সালাম জানাই,ভাই ন্যায়ের প্রতীক একজন জনপ্রতিনিধি তাঁর মতো রাজনৈতিক প্রতিনিধি সামাজিক উন্নয়নের জন্য সব জেলাতেই দরকার আজকের অরাজক সময়ের পরিস্থিতিতে। অসংখ্য ধন্যবাদ ও অন্তরের অন্তস্তল থেকে শ্রদ্ধা এবং সালাম জানাই,5,1,0,0,0,1,Normal_comment,Neutral
nasir tor national team e khela jemon possible na temoni world cup o possible na jotodin liton er moto player team thakbe.,nasir tor national team e khela jemon possible na temoni world cup o possible na jotodin liton er moto player team thakbe,nasir tor national team e khela jemon possible na temoni world cup o possible na jotodin liton ar moto player team thakbe,nasir tor national team e khela jemon possible na temoni world cup o possible na jotodin liton ar moto player team thakbe,0,1,1,0,0,0,Supportive,Nonbullying
oi paglachudi gulor aga tarao 😂😂😂,oi paglachudi gulor aga tarao 😂😂😂,oi paglachudi gulor aga tarao 😂😂😂,oi paglachudi gulor aga tarao ,6,1,0,3,0,0,Aggressive,Bullying
মাশরাফির মতো এমপি গোটা বাংলাদেশে দরকার ছিলো মাশরাফি কে আল্লাহ তায়ালা যেন প্রধানমন্ত্রী হওয়ার তৌফিক দান করেন আমিন,মাশরাফির মতো এমপি গোটা বাংলাদেশে দরকার ছিলো মাশরাফি কে আল্লাহ তায়ালা যেন প্রধানমন্ত্রী হওয়ার তৌফিক দান করেন আমিন,মাশরাফির মতো এমপি গোটা বাংলাদেশে দরকার ছিলো মাশরাফি কে আল্লাহ তায়ালা যেন প্রধানমন্ত্রী হওয়ার তৌফিক দান করেন আমিন,মাশরাফির মতো এমপি গোটা বাংলাদেশে দরকার ছিলো মাশরাফি কে আল্লাহ তায়ালা যেন প্রধানমন্ত্রী হওয়ার তৌফিক দান করেন আমিন,789,1,0,0,0,1,Normal_comment,Nonbullying
বাস্তব দুনিয়াটা এমনই হয়,বাস্তব দুনিয়াটা এমনই হয়,বাস্তব দুনিয়াটা এমনই হয়,বাস্তব দুনিয়াটা এমনই হয়,1,1,0,0,0,0,Normal_comment,Neutral
নোয়াখালীর মাগী তরা,নোয়াখালীর মাগী তরা,নোয়াখালীর মাগী তরা,নোয়াখালীর মাগী তরা,0,1,0,0,0,0,Abusive,Bullying
shala malauner moron k shoron kore towba por,shala malauner moron k shoron kore towba por,shala malauner moron k shoron kore towba por,shala malauner moron k shoron kore towba por,0,1,0,0,2,0,Abusive,Bullying
খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,0,1,0,0,1,0,Abusive,Bullying
