process_comments,spell_correct_with_emo,spell_correct_without_emo,likes,Related_to_post,punc_number,emoji_number,abusive_word_number,positive_word_number,Bsentiment,label
বদমাইশ লোক একটা নাসির,বদমাইশ লোক একটা নাসির,বদমাইশ লোক একটা নাসির,2,1,0,0,1,0,Aggressive,Bullying
আপু ও তো রাস্তার ই ছেলে 😁😁😁,আপু ও তো রাস্তার ই ছেলে 😁😁😁,আপু ও তো রাস্তার ই ছেলে ,0,1,0,3,0,0,Aggressive,Bullying
এই শালারে কখনই নিবেনা জাতীয় টিমে,এই শালারে কখনই নিবেনা জাতীয় টিমে,এই শালারে কখনই নিবেনা জাতীয় টিমে,0,1,0,0,0,0,Aggressive,Bullying
তুমি বাল খেলবা ন্যাশনাল টিমে,তুমি বাল খেলবা ন্যাশনাল টিমে,তুমি বাল খেলবা ন্যাশনাল টিমে,0,1,0,0,1,0,Aggressive,Bullying
নষ্ট নষ্ট,নষ্ট নষ্ট,নষ্ট নষ্ট,1,1,0,0,2,0,Aggressive,Bullying
কাস্টম খেলবি,কাস্টম খেলবি,কাস্টম খেলবি,0,1,0,0,0,0,Aggressive,Bullying
লাটের বাট🤣🤣🤣,লাটের বাট🤣🤣🤣,লাটের বাট,0,1,0,3,1,0,Aggressive,Bullying
ফালতু মহিলা,ফালতু মহিলা,ফালতু মহিলা,1,1,0,0,3,0,Aggressive,Bullying
লোভি মাল🤣🤣,লোভি মাল🤣🤣,লোভি মাল,0,1,0,2,1,0,Aggressive,Bullying
সব পাগল🤣😂🤣😂,সব পাগল🤣😂🤣😂,সব পাগল,0,1,0,4,0,0,Aggressive,Bullying
পাগলে কিনা বলে ছাগলে কিনা কড়ে,পাগলে কিনা বলে ছাগলে কিনা কড়ে,পাগলে কিনা বলে ছাগলে কিনা কড়ে,0,1,0,0,2,0,Aggressive,Bullying
মাইরা হালাইউম হালা তোরে ঠিক করি খেইল,মাইরা হালাইউম হালা তোরে ঠিক করি খেইল,মাইরা হালাইউম হালা তোরে ঠিক করি খেইল,0,1,0,0,1,0,Aggressive,Bullying
এরে হইন্নির ঝি এনে তোর তালুকদারি আছেনই,এরে হইন্নির ঝি এনে তোর তালুকদারি আছেনই,এরে হইন্নির ঝি এনে তোর তালুকদারি আছেনই,0,1,0,0,2,0,Aggressive,Bullying
হতিনের ঘরের মুতিন তোর মুরদ আর জানা আছের,হতিনের ঘরের মুতিন তোর মুরদ আর জানা আছের,হতিনের ঘরের মুতিন তোর মুরদ আর জানা আছের,0,1,0,0,3,0,Aggressive,Bullying
অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,অডা যেইত্তন আইছোত এক্কেরে হিয়ান্দি ভরিদিমু,0,1,0,0,1,0,Aggressive,Bullying
হালুখেত হাইছত ভাদাইম্মার ঘরের ভাদাইম্মা,হালুখেত হাইছত ভাদাইম্মার ঘরের ভাদাইম্মা,হালুখেত হাইছত ভাদাইম্মার ঘরের ভাদাইম্মা,0,1,0,0,2,0,Aggressive,Bullying
বেলিকের বাচ্চা বেলিক আক্কেল তবিয়াত উডি গেছে নি,বেলিকের বাচ্চা বেলিক আক্কেল তবিয়াত উডি গেছে নি,বেলিকের বাচ্চা বেলিক আক্কেল তবিয়াত উডি গেছে নি,0,1,0,0,2,0,Aggressive,Bullying
হঁদির হুত হঁদি ইয়ানে ব্যাক কিছু মোক্ত হাইছত নি,হঁদির হুত হঁদি ইয়ানে ব্যাক কিছু মোক্ত হাইছত নি,হঁদির হুত হঁদি ইয়ানে ব্যাক কিছু মোক্ত হাইছত নি,0,1,0,0,1,0,Aggressive,Bullying
"মাগির হুত মাইগ্যা, হাল দেসকা আইজ্যা",মাগির হুত মাইগ্যা হাল দেসকা আইজ্যা,মাগির হুত মাইগ্যা হাল দেসকা আইজ্যা,0,1,1,0,2,0,Aggressive,Bullying
হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,হাঙ্গুডির ঘরের হাঙ্গুডি ভরি দিয়ুম বড়বড়ি,0,1,0,0,1,0,Aggressive,Bullying
হালার হুত হালা বালা থাইকতে ঠিক অই যা,হালার হুত হালা বালা থাইকতে ঠিক অই যা,হালার হুত হালা বালা থাইকতে ঠিক অই যা,0,1,0,0,2,0,Aggressive,Bullying
এরে চোদনির হোলা হাটকই বাজি করস কিলা,এরে চোদনির হোলা হাটকই বাজি করস কিলা,এরে চোদনির হোলা হাটকই বাজি করস কিলা,0,1,0,0,1,0,Aggressive,Bullying
খাানকির ঝি খানকি ঠিক হই যা,খাানকির ঝি খানকি ঠিক হই যা,খাানকির ঝি খানকি ঠিক হই যা,0,1,0,0,1,0,Aggressive,Bullying
তর চোরের মারে চুদি  ,তর চোরের মারে চুদি,তর চোরের মারে চুদি,0,1,0,0,1,0,Aggressive,Bullying
তুঁই কিয়ের ইমাম অইচ? তুঁইত হোলা হোন্দাইন্না ইমাম।,তুঁই কিয়ের ইমাম অইচ তুঁইত হোলা হোন্দাইন্না ইমাম।,তুঁই কিয়ের ইমাম অইচ তুঁইত হোলা হোন্দাইন্না ইমাম।,0,1,1,0,1,0,Aggressive,Bullying
"এই মাগির হুত কী কাম কইচ্চত? এইডা এককান দা অইছে! ধর তোর দা, তোর মার শাউয়ার বিতরে বরি দিয়ুম",এই মাগির হুত কী কাম কইচ্চত এইডা এককান দা অইছে! ধর তোর দা তোর মার শাউয়ার বিতরে বরি দিয়ুম,এই মাগির হুত কী কাম কইচ্চত এইডা এককান দা অইছে! ধর তোর দা তোর মার শাউয়ার বিতরে বরি দিয়ুম,0,1,3,0,1,0,Aggressive,Bullying
ফিলাস দিয়া হাডাইয়ালমু   ,ফিলাস দিয়া হাডাইয়ালমু,ফিলাস দিয়া হাডাইয়ালমু,0,1,0,0,0,0,Aggressive,Bullying
তরে হাইলে মুই এক্কেরে হাচরাই মারি হালাইয়ুম,তরে হাইলে মুই এক্কেরে হাচরাই মারি হালাইয়ুম,তরে হাইলে মুই এক্কেরে হাচরাই মারি হালাইয়ুম,0,1,0,0,1,0,Aggressive,Bullying
পাগলে কিনা বলে ছাগলে কিনা খায় 😭😭😭😂😂😂🤣🤣🤣,পাগলে কিনা বলে ছাগলে কিনা খায় 😭😭😭😂😂😂🤣🤣🤣,পাগলে কিনা বলে ছাগলে কিনা খায় ,1,1,0,9,2,0,Aggressive,Bullying
ভালো জিনিস টা নষ্ট করলো পাগল মহিলা,ভালো জিনিস টা নষ্ট করলো পাগল মহিলা,ভালো জিনিস টা নষ্ট করলো পাগল মহিলা,13,1,0,0,3,2,Aggressive,Bullying
পাগল রাণু মন্ডল,পাগল রাণু মন্ডল,পাগল রাণু মন্ডল,0,1,0,0,2,0,Aggressive,Bullying
একটা ফালতু মহিলা,একটা ফালতু মহিলা,একটা ফালতু মহিলা,0,1,0,0,3,0,Aggressive,Bullying
ওরতো মাথা  খারাপ,ওরতো মাথা  খারাপ,ওরতো মাথা  খারাপ,0,1,0,0,4,0,Aggressive,Bullying
পাগলী,পাগলী,পাগলী,0,1,0,0,1,0,Aggressive,Bullying
"নষ্টামির একটা সীমা আছে,,,,😡😡😡",নষ্টামির একটা সীমা আছে😡😡😡,নষ্টামির একটা সীমা আছে,132,1,4,3,1,0,Aggressive,Bullying
বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই 😡😡,বাচ্চা পেটে তারপরও বেহায়াপনা কমে নাই ,43,1,0,2,1,0,Aggressive,Bullying
দুই মাসের বিয়ে আট মাসের পেট🤣🤣,দুই মাসের বিয়ে আট মাসের পেট🤣🤣,দুই মাসের বিয়ে আট মাসের পেট,6,1,0,2,0,0,Aggressive,Bullying
আল্লাহ এই বেহায়ার থেকে রক্ষা করো।,আল্লাহ এই বেহায়ার থেকে রক্ষা করো।,আল্লাহ এই বেহায়ার থেকে রক্ষা করো।,9,1,0,0,1,1,Aggressive,Bullying
বারোজনের বেবি বাম্প😂😂,বারোজনের বেবি বাম্প😂😂,বারোজনের বেবি বাম্প,6,1,0,2,0,0,Aggressive,Bullying
"মেয়েটা শুধু উশৃংখলই না, এক নম্বর এটেনশন সিকার।",মেয়েটা শুধু উশৃংখলই না এক নম্বর এটেনশন সিকার।,মেয়েটা শুধু উশৃংখলই না এক নম্বর এটেনশন সিকার।,0,1,1,0,1,0,Aggressive,Bullying
একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসএত,একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসের,একমাস আগে বিবাহ হইছে বাচ্চা দেখে আট মাসের,0,1,0,0,0,0,Aggressive,Bullying
বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন 🙏🙏😭😭😭😭😭😭,বিযে হলে এক সপ্তা তাহলে বেবি টা কার প্লিজ কেউ জানলে জানাবেন,0,1,0,8,0,1,Aggressive,Bullying
জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,জারজ সন্তান নিয়ে কত লাফালাফি। নষ্টামির একটা লিমিট থাকা দরকার।,0,1,0,0,2,0,Aggressive,Bullying
শয়তানের পেট থেকে কি বের হয় আল্লাহ ভালো জানেন।,শয়তানের পেট থেকে কি বের হয় আল্লাহ ভালো জানেন।,শয়তানের পেট থেকে কি বের হয় আল্লাহ ভালো জানেন।,0,1,0,0,0,3,Aggressive,Bullying
কয়জনের বেবী এটা 😀😀,কয়জনের বেবী এটা 😀😀,কয়জনের বেবী এটা ,9,1,0,2,0,0,Aggressive,Bullying
লজ্জা না থাকলে আর বোধ শক্তি কম থাকলে কি করা?জুতার বারিতেও কাজ হবেনা,লজ্জা না থাকলে আর বোধ শক্তি কম থাকলে কি করাজুতার বারিতেও কাজ হবেনা,লজ্জা না থাকলে আর বোধ শক্তি কম থাকলে কি করাজুতার বারিতেও কাজ হবেনা,0,1,1,0,0,0,Aggressive,Bullying
"ফালতু, মিডিয়",ফালতু মিডিয়,ফালতু মিডিয়,0,1,1,0,3,0,Aggressive,Bullying
😂😂😂😂 বাবা কে,😂😂😂😂 বাবা কে, বাবা কে,0,1,0,4,0,0,Aggressive,Bullying
নষ্ট,নষ্ট,নষ্ট,32,1,0,0,1,0,Aggressive,Bullying
নাউজুবিল্লাহ মার্কা নিউজ,নাউজুবিল্লাহ মার্কা নিউজ,নাউজুবিল্লাহ মার্কা নিউজ,2,1,0,0,0,0,Aggressive,Bullying
