comments,likes,Related_to_post,Bsentiment,label
ভোদাটা কি ঠোটের মতো সুন্দর ,4,1,Abusive,Bullying
duder maje chap j nice3 😂😇,2,1,Abusive,Bullying
dud 2ta khub sundor,2,1,Abusive,Bullying
সবার খাট কাঁপাচ্ছ পরীমনি এখন প্রশ্ন হলো সন্তানের বাবা কে,2,1,Abusive,Bullying
নরসিংদীর চোদা দিতে হইবো  তাহলে তুই ঠিক হইবে মাগী,4,1,Abusive,Bullying
ay tore ektu pondaia desi,2,1,Abusive,Bullying
"meyera chudar pagol, magir baccha cinal bedir puri",4,1,Abusive,Bullying
মালের দুধ দেখে মাথাই নষ্ট  যৌবনে টেলা দি,2,1,Abusive,Bullying
ওমাগি aj rat amar kache ay tore sara rat চুদ মোও ,1,1,Abusive,Bullying
মাগী sorom nai sonada দেখাবি মন চাইলে ,0,1,Abusive,Bullying
naika fail  তরে এক রাত চুতে পারলে অনেক বাল লাগত   ,1,1,Abusive,Bullying
tor voday kacha morich dimu,0,1,Abusive,Bullying
magi business nia boiiche,0,1,Abusive,Bullying
মাগির ভুদায় অনেক চুরকানি কুত্তা দিয়ে চুদতে হবে  ,0,1,Abusive,Bullying
নুনু দাড় করিয়া ডুকিয়া দাও সবাই🤣,1,1,Abusive,Bullying
বাংলার মিয়া খলিফা 🐸,4,1,Abusive,Bullying
"পতি মনি, আপনি পর্ন মুভি করুন ভালো টাকা পাবেন।",7,1,Abusive,Bullying
maler dudh dekhe purae matha nosho zobner thela,2,1,Abusive,Bullying
মাগি তো বোদায় ফসম আছে ,2,1,Abusive,Bullying
মাগির ভোদায় এতো জ্বালা কেন,1,1,Abusive,Bullying
হোটেলের মাগিদের চেহারা দেখলে সোনা খারায়   ,1,1,Abusive,Bullying
ঐ বেডি তুর বুকে পশম আছেনি ,1,1,Abusive,Bullying
মাগির পুটকির নিছে কিতা  ,0,1,Abusive,Bullying
তরে আমি শুদু একবার চুদমি মাগি আমার ,0,1,Abusive,Bullying
tor jater mar sona khanki,1,1,Abusive,Bullying
tor ammik chudi kahnki magir chele shafin,1,1,Abusive,Bullying
tore ami sudhu ekbar chudmu magi,0,1,Abusive,Bullying
mod khabo ar toke chudbo,0,1,Abusive,Bullying
তোর সামাটাতে বাঁশদিয়া চোদা উচিত ,0,1,Abusive,Bullying
tor samatate bash dia choda uchit,0,1,Abusive,Bullying
শাওয়া মদে বাশ দিমু লটি ,0,1,Abusive,Bullying
shaowar vitor bash dimu lodi,0,1,Abusive,Bullying
আমারে একটা ছেলে দেকে বিয়ে দাও কারন আমার জালা সইতে পারিনা মাগি কোথাকার  ,0,1,Abusive,Bullying
হাচিনার মারে আমি চুদি ,0,1,Abusive,Bullying
hasinar mare ami chudi,0,1,Abusive,Bullying
"meye jater kolonko tora magi , kon potitaloy thakoch tore paile toer fita chira ditam kutta dia chudaitam tore",0,1,Abusive,Bullying
মেয়ের জাত নামের কলংক তোরা   তোরা কোন পতিতালয় থাকছঐ মাগি তোরে পাইলে তোর ফিতা আমি কাইটা খাইতাম আর কুত্তা দিয়া চোদাইতাম ,0,1,Abusive,Bullying
মাসুমভাই ঐ ভারতীয় খানকির পুলাগোর লগে কোন ভাল ব্যবহার নাই মাগির পুতেরা ভালো ব্যবহার পাওয়ার যোগ্য নয়,0,1,Abusive,Bullying
কোথাই গেলো মাগিরা সবাই বলে অসোহাই এটা কি এদের ভোদাই অনেক কামর এদের ভোদাই রড দিতে হবে ছি ছি ছি কি এরা ,0,1,Abusive,Bullying
তোকে কুত্তা দিয়ে চুদাবো মাগি ,0,1,Abusive,Bullying
toke kutta dia chudabo magi,0,1,Abusive,Bullying
সব সালির বোদা দিয়ে সুতার রড গরম করে দিতে হবে   ,0,1,Abusive,Bullying
sob shalir voda dia  sutar rod gorom kore dukaite hoibo,0,1,Abusive,Bullying
ওরে সালি খানকি মাগি ,0,1,Abusive,Bullying
ore shali khanki magi,0,1,Abusive,Bullying
ফালতু খানকি টাইপের মেয়ে  ,0,1,Abusive,Bullying
তোমাকে চুদার বৈদতা আমি দিলাম ধরষন করার উনমুতি আমি দিলাম বেশ্যা খানকি সুচি,0,1,Abusive,Bullying
tomake cudar boidhota ami dilam dhorshon ar onumoti dialm bessha shuchi,0,1,Abusive,Bullying
তর বুদাদিয়ে  ইনচি দুন ডুকালে মুকদিয়ে আর বগ বগ বের হত না মাগি ,0,1,Abusive,Bullying
khanki takar jnno kt choda ly,0,1,Abusive,Bullying
খানকিরা টাকার জন্য কত চোদা লয়,0,1,Abusive,Bullying
magir voday onek curkani kutta dia chodaite hbe,0,1,Abusive,Bullying
মাগি তো বোদায় ফসম আছে ,0,1,Abusive,Bullying
খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদারচোদেরা,0,1,Abusive,Bullying
বিভাস খানকির পোলা তোর মারে কাউয়া দিয়া উড়াইয়া চুদি বেশ্যার পোলা চুপ থাক,0,1,Abusive,Bullying
khankir polara tora k bela koy jon manushre khaihcot madarchodera,0,1,Abusive,Bullying
magider voday ato jala ken,0,1,Abusive,Bullying
এই খানকির পুলা তুই বড় নাস্তিক রে তুই নিউজ দিতে পারছ এতো মুসলিম মারতেছে এতো অবুঝ শিশু মারতেছে এতো মা বোন মারতেছে তুই কোন দিন একটা নিউজ দিলিনা খানকির পুলা এই সব মিডিয়ার মারে চুদায়,0,1,Abusive,Bullying
আরে নডি মাগির জাত লাইভে এসে ছেলেকে ভালো করো ভরে দিতে পারেন নাই বলে চলে গেছে ,0,1,Abusive,Bullying
asto akta khanki magi,0,1,Abusive,Bullying
আস্তা একটা খানিক মাগী ,0,1,Abusive,Bullying
মাগির ভোদায় এতো জ্বালা কেন,0,1,Abusive,Bullying
ai rkom magi kto j ache,0,1,Abusive,Bullying
এই রকম মাগি কত যে আছে ,0,1,Abusive,Bullying
apu apnake bideshi grour mto lagteche bideshi gorur chodani khan,0,1,Abusive,Bullying
আপু তোমাকে বিদেশি গরুর মতো লাকতাছে  বিদেশি গরু চোদানি খান,0,1,Abusive,Bullying
asol magi ,0,1,Abusive,Bullying
গাইমারানি বাচ্ছা তদের সোনা দিয়া বাষ দেও দরকার ,0,1,Abusive,Bullying
আসল মাগি ,0,1,Abusive,Bullying
এর বাজে পত্রিকা নয়া দিগন্ত  খানকির পোলারা সব সময় ভারত পাকিস্তান ব্যাপারে ইন্দন দে  ,0,1,Abusive,Bullying
gaimarani baccha tder sona di bash dhukan dorkar,0,1,Abusive,Bullying
kutti to kutti e hobe magi,0,1,Abusive,Bullying
agula khanki magi vai ,0,1,Abusive,Bullying
ai shob magider chude shawote naga morich lagay dile valo hto,0,1,Abusive,Bullying
magi khanki tor ghore ma vai bon nai magi,0,1,Abusive,Bullying
maiare paile dudher upor gumay jaitam aha seai mal,0,1,Abusive,Bullying
chobi manush dekhe naki khankir a jounota dekhay,0,1,Abusive,Bullying
magi 😍😍😍,0,1,Abusive,Bullying
মাগি😍😍😍,0,1,Abusive,Bullying
"তোর নানীর হাউয়া,, শালারপুত তুই গোয়ামারা খা",3,1,Abusive,Bullying
খানকি মাগি … বোকছদ রানু মণ্ডল ,0,1,Abusive,Bullying
khanki magi.. bokachoda ranu mandal..,0,1,Abusive,Bullying
মেয়ের জাত নামের কলংক তোরা   তোরা কোন পতিতালয় থাকছঐ মাগি তোরে পাইলে তোর ফিতা আমি কাইটা খাইতাম আর কুত্তা দিয়া চোদাই তাম ,1,1,Abusive,Bullying
সব সালির বোদা দিয়ে ৬ সুতার রড গরম করে দিতে হবে   ,0,1,Abusive,Bullying
আরে এইখানে মালাউনের বাচ্চা আছে ভারতের দালালদের বলছি তরা খানকি পোলা,0,1,Abusive,Bullying
তর বুদাদিয়ে মুকদিয়ে আর বগ বগ বের হত না মাগি ,0,1,Abusive,Bullying
খানকির ছেলেকে লাথি মেরে বের করে দাও ,0,1,Abusive,Bullying
খানকির বাচ্চাকে ধরে কোপানো হোক,0,1,Abusive,Bullying
মাগি তো বোদায় ফসম আছে ,0,1,Abusive,Bullying
তর তো ভাষা থিক হয় না আগে তর ভাষা থিক কর মাগি  ,0,1,Abusive,Bullying
গোতম মাদারচুদ বলেকি  সালে বাল ফালাতে এসেছিল রেন্ডিয়া  খানকির পোলারা আমগো সব চুরিকরে ভারত নিয়ে গেছে ,0,1,Abusive,Bullying
খানকির পুলারা তোরা কবেলা কজন মানুষ কে খাইয়েছিস মাদার চোদেরা,0,1,Abusive,Bullying
বৌদ্ধ মায়ানমার সেনাদের আন্তরিক অভিনন্দন জানাই এই খানকির পোলা রোহিঙ্গা মোল্লা শুওরদের মেরে দোজখে চালান করে দেওয়ার জন্য  খুব বাড় বেড়েছিল মোল্লা শুওরদের দলটার  রোহিঙ্গা মোল্লা শুওরেরা মায়ানমারে খুন ধর্ষন লুটপাট লুচ্চামি ড্রাগ পাচার সব রকমের আকাম কুকাম করে  চুদনা নবী খানকির পোলা হজরত মহাউন্মাদ গুঃ বান্চোত রসুনের কন্ডোম ফাটা জারজ সন্ত্রাসী মোল্লা শুওরদের পুটুতে বাল কুরান গুজে দিতে হবে ,0,1,Abusive,Bullying
প্রথম আলো তে যারা চাকরি করে তাদের সবার মায়ের গনোরিয়া ছিল যখন তারা তাদের মায়ের গর্ভে ছিল  সেলিম ওসমান এর কোথায় ঠিক এক নম্বর এর খানকির পোলা,0,1,Abusive,Bullying
এই শালির ঘরের শালি  আমি তুর খালু ,0,1,Abusive,Bullying
খানকির বচ্চা আমরা তো সারা ওয়ার্ল্ড জুড়ে আছি তাই আমাদের দেখিস  আর তোরা তো শুধু রেন্ডিয়াতে পড়ে আছিস  তোরা সারা ওয়ার্ল্ড এ থাকলে আরো আগে পৃথিবীটা ধ্বংস হতরে সালা মালাউনের জাত,0,1,Abusive,Bullying
